,space,approx
1.1,5.0,3.154652164863354
1.2000000000000002,6.0,2.2048900473969697
1.3,7.0,1.7947385026086864
1.4,8.0,1.5571333091610815
1.5,8.0,1.4129713974534552
1.6,9.0,1.3321555074069968
1.7000000000000002,10.0,1.254076530559882
1.8,10.0,1.2160906853821445
1.9,11.0,1.1762233800446078
2.0,11.0,1.1518071732796864
3.0,16.0,1.0489923982222642
4.0,22.0,1.0250402545276185
5.0,26.0,1.014315128217209
6.0,29.0,1.0085302306475874
7.0,35.0,1.0063446856288214
8.0,38.0,1.0045900732973343
9.0,40.0,1.003988353994824
10.0,45.0,1.0032060437786563
11.0,53.0,1.0025340548062476
12.0,58.0,1.002420816057539
13.0,60.0,1.0019906766295832
14.0,62.0,1.0016669106327551
15.0,65.0,1.0015772489764574
16.0,66.0,1.0013595294588722
17.0,70.0,1.001186549735304
18.0,73.0,1.0011420796137134
19.0,77.0,1.000996531383593
20.0,83.0,1.000884897493726
21.0,90.0,1.0007884442464752
22.0,102.0,1.0007637485351548
23.0,,
24.0,,
25.0,,
26.0,,
27.0,,
28.0,,
29.0,,
30.0,,
31.0,,
32.0,,
33.0,,
34.0,,
35.0,,
36.0,,
37.0,,
38.0,,
39.0,,
40.0,,
41.0,,
42.0,,
43.0,,
44.0,,
45.0,,
46.0,,
47.0,,
48.0,,
49.0,,
50.0,,
51.0,,
52.0,,
53.0,,
54.0,,
55.0,,
56.0,,
57.0,,
58.0,,
59.0,,
60.0,,
61.0,,
62.0,,
63.0,,
64.0,,
65.0,,
66.0,,
67.0,,
68.0,,
69.0,,
70.0,,
71.0,,
72.0,,
73.0,,
74.0,,
75.0,,
76.0,,
77.0,,
78.0,,
79.0,,
80.0,,
81.0,,
82.0,,
83.0,,
84.0,,
85.0,,
86.0,,
87.0,,
88.0,,
89.0,,
90.0,,
91.0,,
92.0,,
93.0,,
94.0,,
95.0,,
96.0,,
97.0,,
98.0,,
99.0,,
