,space,approx
1.1,5.0,6.256953940223637
1.2000000000000002,6.0,3.5387299865348534
1.3,7.0,2.507596939852023
1.4,8.0,1.9792565604372625
1.5,8.0,1.711675225798188
1.6,9.0,1.5164935446791514
1.7000000000000002,10.0,1.369551707144279
1.8,10.0,1.3015086313855957
1.9,11.0,1.2555174784457186
2.0,11.0,1.2123257185587633
3.0,16.0,1.0575109367996316
4.0,22.0,1.0267192640465976
5.0,26.0,1.015505400341319
6.0,29.0,1.0087502404184292
7.0,35.0,1.006481797390543
8.0,38.0,1.0046813575349798
9.0,40.0,1.0040088230611477
10.0,45.0,1.0032334562085632
11.0,53.0,1.002616153150671
12.0,58.0,1.0024638348037744
13.0,60.0,1.0020592561459367
14.0,62.0,1.001714830809166
15.0,65.0,1.0016320287628
16.0,66.0,1.0014204939165898
17.0,70.0,1.0012428131374538
18.0,73.0,1.001196800191234
19.0,77.0,1.001053399796367
20.0,83.0,1.0009433117059556
21.0,90.0,1.0008485220537515
22.0,102.0,1.000822472401691
23.0,,
24.0,,
25.0,,
26.0,,
27.0,,
28.0,,
29.0,,
30.0,,
31.0,,
32.0,,
33.0,,
34.0,,
35.0,,
36.0,,
37.0,,
38.0,,
39.0,,
40.0,,
41.0,,
42.0,,
43.0,,
44.0,,
45.0,,
46.0,,
47.0,,
48.0,,
49.0,,
50.0,,
51.0,,
52.0,,
53.0,,
54.0,,
55.0,,
56.0,,
57.0,,
58.0,,
59.0,,
60.0,,
61.0,,
62.0,,
63.0,,
64.0,,
65.0,,
66.0,,
67.0,,
68.0,,
69.0,,
70.0,,
71.0,,
72.0,,
73.0,,
74.0,,
75.0,,
76.0,,
77.0,,
78.0,,
79.0,,
80.0,,
81.0,,
82.0,,
83.0,,
84.0,,
85.0,,
86.0,,
87.0,,
88.0,,
89.0,,
90.0,,
91.0,,
92.0,,
93.0,,
94.0,,
95.0,,
96.0,,
97.0,,
98.0,,
99.0,,
