,space,approx
1.1,5,2.752059245064109
1.2000000000000002,6,2.0184050030360927
1.3,7,1.6810305246519128
1.4000000000000001,8,1.4823971211733995
1.5,8,1.3632087284570518
1.6,9,1.293083370773016
1.7000000000000002,10,1.2275789962810024
1.8,10,1.1946280065892807
1.9,11,1.1586714422189883
2.0,11,1.1382877381035086
3.0,16,1.0459456556419766
4.0,22,1.024007410682165
5.0,26,1.0138217172554038
6.0,29,1.0082533834915153
7.0,35,1.0061526183380956
8.0,38,1.004461948514463
9.0,40,1.003911690434618
10.0,45,1.0031546900660138
11.0,53,1.0025151440508429
12.0,58,1.0023943851897523
13.0,60,1.0019764550207984
14.0,62,1.0016539359687826
15.0,65,1.0015638546135814
16.0,66,1.0013541143177294
17.0,70,1.0011790458405934
18.0,73,1.0011352779258216
19.0,77,1.0009913082719049
20.0,83,1.0008816098458153
21.0,90,1.0007857002388212
22.0,102,1.0007601668101622
23.0,,
24.0,,
25.0,,
26.0,,
27.0,,
28.0,,
29.0,,
30.0,,
31.0,,
32.0,,
33.0,,
34.0,,
35.0,,
36.0,,
37.0,,
38.0,,
39.0,,
40.0,,
41.0,,
42.0,,
43.0,,
44.0,,
45.0,,
46.0,,
47.0,,
48.0,,
49.0,,
50.0,,
51.0,,
52.0,,
53.0,,
54.0,,
55.0,,
56.0,,
57.0,,
58.0,,
59.0,,
60.0,,
61.0,,
62.0,,
63.0,,
64.0,,
65.0,,
66.0,,
67.0,,
68.0,,
69.0,,
70.0,,
71.0,,
72.0,,
73.0,,
74.0,,
75.0,,
76.0,,
77.0,,
78.0,,
79.0,,
80.0,,
81.0,,
82.0,,
83.0,,
84.0,,
85.0,,
86.0,,
87.0,,
88.0,,
89.0,,
90.0,,
91.0,,
92.0,,
93.0,,
94.0,,
95.0,,
96.0,,
97.0,,
98.0,,
99.0,,
